,Gross_Pay,Name,Sex,DOB,Age,Join_Date,Tenure,Role,Dept
671,92471.25,'Jessie Dean',M,12/12/1991,28,06/06/2019,13,'Technical Solutions Engineer..','AmaTec - Americas TSE'
672,458943.75,'Roberto Mosley',M,04/08/1982,37,28/07/2014,71,Manager..Engineering,'Media Services Engineering'
673,210131.25,'Zachariah Montoya',M,29/03/1988,32,08/09/2016,46,'Technical Solutions Engineer II..','AmaTec - Americas TSE'
674,185263.75,'Harrison Mcintyre',M,30/04/1991,29,06/07/2017,36,'Software Engineer.Senior.','Enterprise Applications'
675,74615.0,'Kelley Dorsey',F,03/02/1996,24,02/07/2018,24,'Software Development Engineer in Test..','Media Analytics'
676,78242.0,'Harriett Turner',F,03/09/1992,27,12/09/2019,10,'Software Development Engineer in Test..','IT DevOps'
677,333617.5,'Herbert Randall',M,05/05/1985,35,28/12/2015,54,'Business Systems Analyst.Senior II Lead.','Enterprise Applications'
678,205381.0,'Sadie Wise',F,25/02/1990,30,13/11/2017,32,'Software Engineer.Senior.','Corporate Systems'
679,96386.0,'Jimmie Robertson',F,22/05/1990,30,16/06/2016,48,'Contract/Billing Analyst II..','Finance - Customer Revenue Operations GA'
680,44375.0,'Kristin Werner',F,23/06/1994,26,13/01/2020,6,'Platform Operations Engineer.Associate.','Platform Operations'
681,134331.25,'Lavern Santos',M,27/04/1990,30,15/06/2015,61,'Collections Specialist.Senior.','Finance - Customer Revenue Operations GA'
682,72400.0,'Cora Davila',F,22/02/1994,26,30/09/2019,9,'Process  Quality Engineer..','Platform Operations'
683,125437.5,'Ulysses Haas',M,19/12/1995,24,03/07/2017,36,'Software Engineer II..','Enterprise Applications'
684,286146.25,'Jonathon Moreno',M,20/05/1985,35,03/06/2013,85,'Software Engineer.Senior II Lead.','Enterprise Applications'
685,82682.0,'Elva Andrade',F,02/09/1993,26,18/09/2017,33,'Server Tech Services Engineer..','Networks - APJ Infrastructure'
686,117466.25,'Garth Ali',M,13/05/1990,30,05/10/2017,33,'Collections Specialist II..','Finance - Customer Revenue Operations GA'
687,101006.25,'Aaron Hanna',M,11/09/1991,28,09/11/2017,32,'Order Analyst II..','Finance - Customer Revenue Operations GA'
688,148791.25,'Osvaldo Tyler',M,24/03/1993,27,09/09/2019,10,'Software Engineer II..','Enterprise Applications'
689,104133.0,'Jolene Blackwell',F,24/08/1993,26,05/08/2019,11,'Release Engineer II..','Media Services Engineering'
690,649973.75,'Jame Cobb',M,15/04/1971,49,15/07/2010,120,Director..Engineering,'Enterprise Applications'
691,193863.75,'Elvin Owens',M,17/07/1986,33,14/07/2016,48,'Network Infrastructure Engineer II..','Networks - APJ Infrastructure'
692,298001.25,'Tomas Griffith',M,12/11/1985,34,20/07/2015,59,'Security Operations Center Network Engineer..','APJ Security Services - SOCC'
693,124000.0,'Genaro Wells',M,29/05/1993,27,01/07/2019,12,'Software Development Engineer in Test II..','LUNA/OPEN Engineering'
694,210471.25,'Jackie Oliver',M,08/04/1985,35,04/10/2010,117,'Database Administrator II..','Enterprise Infrastructure Services'
695,730261.0,'Arline Navarro',F,06/01/1976,44,15/02/2006,173,Director..Engineering,'LUNA/OPEN Engineering'
696,116896.25,'Seth Morton',M,25/01/1994,26,04/07/2016,48,'Network Infrastructure Engineer..','Networks - APJ Infrastructure'
697,117441.0,'Aileen Gardner',F,11/03/1986,34,04/05/2015,62,'Client Service Manager.Senior.','Americas- AMG'
698,111791.25,'Oren Frank',M,25/07/1990,29,06/08/2018,23,'Contract/Billing Analyst..','Finance - Customer Revenue Operations GA'
699,328710.0,'Drew Cooley',M,07/02/1990,30,03/10/2016,45,'Software Engineer.Senior II.','Enterprise Access Engineering'
700,152876.25,'Wyatt Chaney',M,26/10/1993,26,06/06/2019,13,'Technical Solutions Engineer..','AmaTec - Americas TSE'
701,84510.0,'Gerald Gross',M,18/04/1996,24,02/07/2018,24,'Software Development Engineer in Test..','Dynamic Media SQA'
702,78816.0,'Kathrine Frost',F,31/08/1994,25,06/08/2018,23,'Technical Solutions Engineer.Associate.','AmaTec - Americas TSE'
703,237845.0,'Otis Good',M,01/01/1978,42,01/04/2013,87,'Client Service Manager.Senior.','Americas- AMG'
704,120608.0,'Gina Prince',F,18/05/1983,37,06/07/2010,120,'Logistics Analyst.Lead.','Networks - EMEA Infrastructure'
705,130231.25,'Jesse Shaffer',M,26/04/1990,30,06/05/2019,14,'Network Implementation Manager..','Networks - APJ Infrastructure'
706,143357.5,'Elijah Austin',M,18/05/1994,26,09/09/2019,10,'Technical Solutions Engineer..','AmaTec - Americas TSE'
707,251530.0,'Ralph Thomas',M,03/02/1990,30,20/12/2012,90,'Systems Support Engineer.Senior II Lead.','IT DevOps'
708,268561.0,'Teri Eaton',F,25/06/1988,32,06/04/2017,39,'Software Engineer.Senior II Lead.','Enterprise Applications'
709,277708.75,'Jessie Chambers',M,05/06/1980,40,22/07/2019,11,'Network Account Manager..','Networks - APJ Infrastructure'
710,119984.0,'Earnestine Mckay',F,21/04/1993,27,22/04/2019,14,'Technical Solutions Engineer..','AmaTec - Americas TSE'
711,185762.5,'Garth Lewis',M,14/10/1986,33,25/04/2016,50,'Systems Administrator II..UNIX','Enterprise Infrastructure Services'
712,107052.5,'Warren Camacho',M,10/03/1995,25,17/06/2019,12,'Platform Operations Engineer.Associate.','Platform Operations'
713,306212.5,'Cecil Alexander',M,28/10/1985,34,16/03/2017,39,'Software Engineer.Senior II.','Corporate Systems'
714,215997.5,'Antonia Mclean',M,29/07/1990,29,15/05/2014,74,'Platform Operations Engineer.Senior.','Platform Operations'
715,204752.0,'Ola Foley',F,13/08/1991,28,01/07/2013,84,'Solutions Architect.Senior.','Service Delivery Americas Web'
716,262125.0,'Armando Velasquez',M,12/05/1983,37,11/10/2012,93,'Software Development Engineer in Test.Senior II.','Media Analytics'
717,208991.25,'Guy Woods',M,02/08/1988,31,10/11/2014,68,'Q/A Engineer.Senior II.','IT DevOps'
718,189876.25,'Simon Roach',M,23/08/1988,31,03/03/2016,52,'Technical Solutions Engineer II..','AmaTec - APJ TSE'
719,91283.75,'Edward Newman',M,17/10/1994,25,23/10/2017,32,'Software Development Engineer in Test..','Dynamic Media SQA'
720,135173.75,'Arnoldo Simon',M,01/05/1982,38,25/09/2014,69,'Contract/Billing Analyst.Senior.','Finance - Customer Revenue Operations GA'
721,193416.25,'Eldridge Mclaughlin',M,04/07/1989,31,25/07/2019,11,'Software Engineer.Senior.','Corporate Systems'
722,248278.75,'Myles Mccarty',M,09/06/1990,30,21/09/2015,57,'Security Operations Center Specialist II..','APJ Security Services - SOCC'
723,89352.0,'Mara Chaney',F,21/07/1996,23,02/07/2018,24,'Technical Solutions Engineer.Associate.','AmaTec - APJ TSE'
724,444588.75,'Thaddeus Walter',M,23/12/1983,36,15/10/2012,93,'Manager.Senior.Q/A Engineering','IT DevOps'
725,314486.25,'Zachariah Blanchard',M,28/01/1988,32,27/02/2017,40,'Security Operations Center Specialist.Senior.','APJ Security Services - SOCC'
726,139933.75,'Edgardo Sanford',M,31/05/1988,32,03/07/2014,72,'Order Analyst.Senior.','Finance - Customer Revenue Operations GA'
727,152732.5,'Nathanial Andersen',M,26/03/1987,33,08/07/2013,84,'Client Service Manager.Senior.','Americas- AMG'
728,112037.5,'Keenan Estes',M,01/04/1995,25,01/06/2017,37,'Technical Solutions Engineer..','AmaTec - Americas TSE'
729,143743.75,'Pete Kaiser',M,12/02/1986,34,14/05/2012,98,'Billing Specialist.Senior Lead.','Finance - Customer Revenue Operations GA'
730,413207.5,'Sammie Porter',M,15/05/1983,37,09/11/2015,56,'Software Engineer.Principal Lead.','Media Analytics'
731,124546.0,'Leola Page',F,05/07/1992,28,11/07/2019,12,'Technical Solutions Engineer..','AmaTec - APJ TSE'
732,99325.0,'Antoinette Mcguire',F,09/08/1990,29,07/06/2018,25,'Collections Specialist..','Finance - Customer Revenue Operations GA'
733,213250.0,'Mauricio Donovan',M,13/03/1992,28,25/07/2019,11,'Software Engineer.Senior.','Media Analytics'
734,370786.25,'Ike Collins',M,30/12/1982,37,23/04/2018,26,'Manager..Software Development Engineer in Test','LUNA/OPEN Engineering'
735,64863.0,'Verna Richmond',F,27/11/1994,25,05/09/2019,10,'Finance Systems Analyst.Associate.','Corporate Systems'
736,143238.75,'Denis Durham',M,08/01/1983,37,16/09/2019,9,'Network Administrator II..','Enterprise Infrastructure Services'
737,86568.75,'Derek Osborne',M,03/09/1987,32,03/08/2015,59,'Help Desk Administrator..','Enterprise Infrastructure Services'
738,330223.75,'Jeffrey Dickerson',M,28/05/1987,33,17/08/2017,34,'Product Architect..','LUNA/OPEN Engineering'
739,288785.0,'Emmanuel Morgan',M,03/09/1991,28,20/07/2015,59,'Security Operations Center Specialist.Senior.','APJ Security Services - SOCC'
740,128181.25,'Miles Huffman',M,09/12/1989,30,18/07/2019,11,'Client Service Manager..','Americas- AMG'
741,97243.75,'Jarvis Gamble',M,18/10/1992,27,21/10/2019,8,'Network Administrator..','Enterprise Infrastructure Services'
742,121682.0,'Gloria Bennett',F,20/10/1990,29,23/01/2017,41,'Business Systems Analyst.Senior.','Corporate Systems'
743,153541.25,'Travis Sanders',M,13/01/1987,33,03/08/2015,59,'Software Engineer II..','Corporate Systems'
744,235193.75,'Delmer Andrews',M,03/11/1991,28,01/07/2013,84,'Software Engineer.Senior.','Media Portal'
745,250695.0,'Guillermo Barr',M,29/08/1989,30,06/08/2018,23,'Software Engineer.Senior.','Enterprise Access Engineering'
746,617988.75,'Milo Tapia',M,21/10/1979,40,01/09/2004,190,Manager.Senior.Engineering,'Media Analytics'
747,156657.0,'Hallie Wood',F,18/10/1991,28,02/05/2016,50,'Software Engineer.Senior.','Corporate Systems'
748,166530.0,'Erick Ballard',M,29/08/1992,27,25/09/2017,33,'Software Engineer II..','GSS EPIC Engineering (HC COGS)'
749,332410.0,'Arnoldo Mack',M,14/07/1985,35,01/08/2014,71,'Software Engineer.Senior II Lead.','Media Analytics'
750,219830.0,'Brad Klein',M,05/06/1980,40,19/05/2014,73,'Business Systems Analyst.Senior.','Corporate Systems'
751,99142.0,'Annie Norris',F,14/08/1983,36,11/07/2013,84,'Logistics Specialist.Senior.','Networks - EMEA Infrastructure'
752,83591.0,'Bethany Arellano',F,10/11/1990,29,30/08/2018,22,'Billing Specialist..','Finance - Customer Revenue Operations GA'
753,239250.0,'Vincenzo Santos',M,02/06/1985,35,08/08/2019,11,'Software Engineer.Senior.','Corporate Systems'
754,117933.75,'Brian Nguyen',M,22/12/1989,30,16/05/2016,49,'Systems Support Engineer II..','IT DevOps'
755,112812.5,'Refugio Thompson',M,23/06/1992,28,22/07/2019,11,'Network Infrastructure Engineer..','Networks - EMEA Infrastructure'
756,291843.75,'Royce Strickland',M,01/06/1988,32,29/09/2014,69,'Systems Support Engineer.Senior II.','LUNA/OPEN Engineering'
757,339838.75,'Shon Clay',M,11/06/1984,36,01/08/2014,71,Manager..Engineering,'Corporate Systems'
758,118867.5,'Lon Howe',M,22/08/1991,28,04/11/2019,8,'Platform Operations Engineer..','Platform Operations'
759,122829.0,'Evangeline Mata',F,29/11/1992,27,06/08/2018,23,'Software Engineer II..','Enterprise Applications'
760,86422.5,'Byron Brady',M,01/12/1993,26,09/01/2020,6,'Technical Solutions Engineer..','AmaTec - APJ TSE'
761,190178.75,'Forest Clements',M,15/01/1994,26,10/08/2017,35,'Technical Solutions Engineer II..','AmaTec - Americas TSE'
762,101777.0,'Ruthie Roach',F,26/11/1985,34,20/06/2016,48,'Client Service Manager.Senior.','Americas- AMG'
763,148947.5,'Adalberto Lloyd',M,16/06/1985,35,01/10/2012,93,'Order Analyst.Senior Lead.','Finance - Customer Revenue Operations GA'
764,131345.0,'Barbra Sosa',F,05/01/1994,26,15/03/2018,28,'Software Development Engineer in Test II..','Media Analytics'
765,287476.25,'Edmundo Vega',M,11/06/1986,34,14/11/2011,104,'Manager..Systems Engineering','GSS EPIC Engineering (HC COGS)'
766,212250.0,'Angie Norton',F,09/08/1990,29,17/10/2019,8,'Software Engineer.Senior.','Corporate Systems'
767,207778.75,'Jame Brock',M,21/04/1990,30,22/06/2015,60,'Systems Support Engineer.Senior.','IT DevOps'
768,371471.0,'Diann Fox',F,18/05/1987,33,27/06/2013,84,Manager.Senior.Engineering,'Enterprise Applications'
769,100167.0,'Frieda Delgado',F,24/06/1995,25,23/05/2019,13,'Business Systems Analyst..','Enterprise Applications'
770,77795.0,'Marci Villegas',F,14/05/1993,27,16/05/2019,13,'Q/A Engineer..','IT DevOps'
771,203711.0,'Cornelia Fleming',F,24/04/1984,36,15/07/2013,84,'Q/A Engineer.Senior II.','IT DevOps'
772,142936.25,'Olen Yoder',M,03/06/1995,25,26/09/2019,9,'Platform Operations Engineer..','Platform Operations'
773,333832.5,'Sean Moody',M,17/07/1987,32,16/06/2016,48,'Software Engineer.Senior II Lead.','Media Portal'
774,209500.0,'Gabriel Knapp',M,21/09/1989,30,10/10/2019,9,'Business Systems Analyst.Senior.','Enterprise Applications'
775,316241.25,'Burton Glover',M,08/02/1987,33,16/05/2019,13,'System Operations Engineer.Senior II.','Enterprise Access Engineering'
776,179623.0,'Savannah Ferrell',F,24/12/1988,31,08/12/2014,67,'Q/A Engineer.Senior II.','IT DevOps'
777,417848.75,'Mark Mckay',M,24/04/1983,37,03/10/2016,45,'Software Engineer.Senior II Lead.','Enterprise Access Engineering'
778,307550.0,'Benito Mckinney',M,08/09/1989,30,12/07/2018,24,'Software Engineer.Senior.','Enterprise Access Engineering'
779,121428.0,'Juliet Soto',F,01/02/1989,31,14/09/2017,34,'Q/A Engineer.Senior.','IT DevOps'
780,132749.0,'Ginger Rogers',F,07/10/1994,25,04/07/2016,48,'Software Development Engineer in Test.Senior.','Dynamic Media SQA'
781,315311.25,'Cesar Nixon',M,29/01/1984,36,20/07/2017,35,'Software Engineer.Senior II Lead.','Media Portal'
782,441913.75,'Sammie Sullivan',M,20/06/1984,36,07/05/2018,26,Manager..Engineering,'LUNA/OPEN Engineering'
783,122016.25,'Cortez Pennington',M,24/04/1993,27,19/08/2019,10,'Network Infrastructure Engineer..','Networks - APJ Infrastructure'
784,264492.5,'Jamey Leach',M,05/02/1980,40,28/03/2013,87,'Supervisor..Help Desk','Enterprise Infrastructure Services'
785,293943.75,'Omer Coleman',M,01/05/1988,32,04/07/2016,48,'Software Engineer.Senior II.','Media Analytics'
786,85115.0,'Emilia Dennis',F,28/10/1994,25,04/07/2016,48,'Network Infrastructure Engineer..','Networks - EMEA Infrastructure'
787,141217.5,'Jere Lane',M,10/05/1989,31,12/06/2017,37,'Network Infrastructure Engineer..','Networks - APJ Infrastructure'
788,448027.5,'Darwin Armstrong',M,28/06/1987,33,03/10/2016,45,Manager..Engineering,'Enterprise Access Engineering'
789,150097.0,'Jody Knight',F,19/03/1993,27,06/05/2019,14,'Software Engineer II..','Media Portal'
790,595235.0,'Eldridge Howard',M,01/04/1979,41,07/06/2018,25,'Software Engineer.Principal.','Enterprise Access Engineering'
791,379850.0,'Ronnie Davis',M,17/03/1980,40,25/06/2018,24,'Software Development Engineer in Test.Senior II Lead.','Dynamic Media SQA'
792,83383.75,'Benjamin James',M,17/02/1991,29,24/07/2017,35,'Account Service Manager..','Americas- AMG'
793,124192.5,'Garrett Doyle',M,31/12/1992,27,04/07/2016,48,'Network Infrastructure Engineer..','Networks - APJ Infrastructure'
794,93185.0,'Claudia Curtis',F,12/10/1992,27,19/08/2019,10,'Release Engineer II..','IT DevOps'
795,143238.75,'Mohamed Rocha',M,14/09/1992,27,03/10/2019,9,'Software Development Engineer in Test II..','Media Portal'
796,213698.75,'Davis Herrera',M,26/08/1990,29,07/09/2017,34,'Software Engineer II..','LUNA/OPEN Engineering'
797,318653.75,'Willard Durham',M,11/03/1978,42,16/01/2006,173,'Manager..Platform Operations','Platform Operations'
798,156900.0,'Rosalyn Meyers',F,09/11/1991,28,06/05/2019,14,'Software Engineer II..','Enterprise Applications'
799,249344.0,'Vonda Wood',F,16/02/1982,38,23/12/2019,6,'Software Engineer.Senior.','Corporate Systems'
800,204840.0,'Nathanial Mckenzie',M,13/07/1988,32,05/12/2016,43,'Technical Solutions Engineer II.Lead.','AmaTec - APJ TSE'
801,106503.75,'Fritz Sawyer',M,21/09/1990,29,20/06/2016,48,'Client Service Manager..','Americas- AMG'
802,148623.75,'Garry Mullins',M,21/05/1992,28,10/12/2018,19,'Technical Solutions Engineer..','AmaTec - Americas TSE'
803,331260.0,'Ferdinand Hernandez',M,26/11/1989,30,14/07/2011,108,'Software Engineer.Senior II.','Media Portal'
804,180898.0,'Katelyn Hubbard',F,14/12/1991,28,28/09/2015,57,'Technical Solutions Engineer II..','AmaTec - APJ TSE'
805,283970.0,'Abdul Watkins',M,19/08/1972,47,26/12/2017,30,'Manager..Account Management','Americas- AMG'
806,92266.25,'Jon Jordan',M,06/07/1997,23,08/07/2019,12,'Software Engineer..','Enterprise Applications'
807,210570.0,'Rafael Weiss',M,07/08/1983,36,18/11/2013,79,'Lead..Account Management','Americas- AMG'
808,112454.0,'Isabel Daugherty',F,02/03/1992,28,25/07/2019,11,'Platform Operations Engineer..','Platform Operations'
809,84693.0,'Darla West',F,22/11/1993,26,09/10/2017,33,'Network Infrastructure Engineer..','Networks - APJ Infrastructure'
810,330965.0,'Merle Fritz',M,11/10/1986,33,15/02/2010,125,'Software Engineer.Senior II Lead.','Media Analytics'
811,89813.75,'Buford Mcguire',M,22/09/1996,23,02/07/2018,24,'Software Development Engineer in Test..','Media Portal'
812,77608.75,'Gabriel Winters',M,29/10/1997,22,12/09/2019,10,'Q/A Engineer..','IT DevOps'
813,338757.5,'Kenton Freeman',M,03/10/1980,39,08/02/2016,53,'Software Development Engineer in Test.Senior II.','Dynamic Media SQA'
814,225910.0,'Arline Bryan',F,16/08/1989,30,19/04/2018,26,'Software Development Engineer in Test.Senior II Lead.','Dynamic Media SQA'
815,426705.0,'Gordon Powers',M,27/07/1977,42,27/04/2017,38,'Manager.Senior.Software Development Engineer in Test','Media Portal'
816,279717.0,'Celeste Moran',F,17/05/1983,37,27/09/2007,153,'Manager.Senior.Account Management','Americas- AMG'
817,97863.75,'Danial Mooney',M,15/04/1995,25,06/11/2017,32,'Software Development Engineer in Test II..','Dynamic Media SQA'
818,139902.0,'Lolita Compton',F,07/02/1991,29,22/09/2014,69,'Software Development Engineer in Test.Senior.','Dynamic Media SQA'
819,83640.0,'Asa Mcdowell',M,02/03/1995,25,05/08/2019,11,'Contract/Billing Analyst.Associate.','Finance - Customer Revenue Operations GA'
820,152826.25,'Jared Hoffman',M,11/08/1994,25,11/04/2019,15,'Technical Solutions Engineer..','AmaTec - Americas TSE'
821,303685.0,'Darrin Guzman',M,16/09/1991,28,16/12/2019,6,'Network Administrator..','Enterprise Infrastructure Services'
822,107193.75,'Lucius Underwood',M,31/01/1991,29,14/09/2017,34,'Order Analyst II..','Finance - Customer Revenue Operations GA'
823,141872.5,'Mariano Howell',M,10/03/1988,32,27/02/2014,76,'Contract/Billing Analyst.Senior Lead.','Finance - Customer Revenue Operations GA'
824,208521.25,'Samuel Black',M,30/06/1986,34,14/05/2018,26,'Systems Administrator II..UNIX','Enterprise Infrastructure Services'
825,123207.5,'Tracey Holden',M,12/04/1992,28,05/05/2016,50,'Software Engineer II..','Enterprise Applications'
826,65087.0,'Elba Branch',F,07/07/1996,24,08/07/2019,12,'Software Development Engineer in Test..','Media Analytics'
827,105552.0,'Nikki Schroeder',F,18/05/1994,26,04/11/2019,8,'Technical Solutions Engineer..','AmaTec - Americas TSE'
828,263542.5,'Gerard Fischer',M,22/10/1977,42,05/10/2017,33,'Systems Administrator.Senior Lead.Windows','Enterprise Infrastructure Services'
829,203731.0,'Cristobal Howe',,23/05/1984,36,02/03/2017,40,'Q/A Engineer.Senior II.','IT DevOps'
830,169716.0,'Marisol Greer',F,13/02/1987,33,05/06/2017,37,'Systems Administrator.Senior Lead.UNIX','Enterprise Infrastructure Services'
831,166858.75,'Elwood Glass',M,10/12/1994,25,20/06/2019,12,'Software Engineer II..','Corporate Systems'
832,158255.0,'Colby Alexander',M,16/04/1984,36,12/12/2016,43,'Client Service Manager.Senior.','Americas- AMG'
833,257170.0,'Hilton Copeland',M,10/06/1985,35,04/08/2016,47,'Software Engineer.Senior II.','Corporate Systems'
834,141061.0,'Heidi Finley',F,03/03/1994,26,16/07/2015,59,'Platform Operations Engineer II..','Platform Operations'
835,249865.0,'Kyle Castillo',M,25/08/1986,33,03/10/2016,45,'Software Engineer.Senior.','Enterprise Access Engineering'
836,192870.0,'Demetrius Flynn',M,21/04/1991,29,09/02/2017,41,'Security Operations Center Specialist..','APJ Security Services - SOCC'
837,122200.0,'Benita Bolton',F,15/05/1990,30,27/06/2016,48,'Platform Operations Engineer II..','Platform Operations'
838,342827.5,'Joe Moses',M,02/05/1986,34,13/02/2017,41,'Client Service Manager.Senior II.','Americas- AMG'
839,206228.75,'Abraham Haas',M,07/03/1990,30,14/08/2017,35,'Software Engineer.Senior.','Media Analytics'
840,159805.0,'Lydia Byrd',F,24/10/1984,35,22/11/2012,91,'Lead..Account Management','Americas- AMG'
841,106245.0,'Troy Bass',M,21/08/1991,28,29/08/2016,46,'Billing Specialist II..','Finance - Customer Revenue Operations GA'
842,121868.75,'Russell Hughes',M,19/03/1989,31,17/08/2017,34,'Software Development Engineer in Test.Senior.','IT DevOps'
843,510842.5,'Tyler Collins',M,19/09/1975,44,24/07/2017,35,'Manager.Senior.Software Development Engineer in Test','Media Analytics'
844,91808.75,'Erwin Carson',M,22/06/1997,23,08/07/2019,12,'Software Engineer..','Media Analytics'
845,89427.5,'Kirk Orr',M,13/10/1991,28,04/07/2019,12,'Client Service Manager.Associate.','Americas- AMG'
846,87616.0,'Carlene Gordon',F,07/11/1989,30,21/03/2016,51,'Collections Specialist II..','Finance - Customer Revenue Operations GA'
847,501212.5,'Norberto Mercer',M,22/11/1983,36,15/09/2016,46,Manager.Senior.Engineering,'Corporate Systems'
848,132061.0,'Melody Green',F,01/02/1988,32,03/02/2014,77,'Q/A Engineer.Senior.','IT DevOps'
849,94585.0,'Sebastian Briggs',M,04/04/1997,23,08/07/2019,12,'Software Engineer..','Dynamic Media SQA'
850,165045.0,'Rudolf Short',M,06/06/1991,29,30/11/2015,55,'Software Development Engineer in Test.Senior.','Dynamic Media SQA'
851,169927.5,'Erich Santos',M,09/05/1994,26,21/05/2018,25,'Software Engineer II..','GSS EPIC Engineering (HC COGS)'
852,95206.25,'Josue Buchanan',M,22/01/1994,26,03/05/2018,26,'Client Service Manager.Associate.','Americas- AMG'
853,164155.0,'Owen Johnston',M,01/07/1992,28,23/05/2016,49,'Systems Administrator II..UNIX','Enterprise Infrastructure Services'
854,111100.0,'Marissa Foley',F,03/08/1994,25,18/03/2019,15,'Network Infrastructure Engineer..','Networks - APJ Infrastructure'
855,92266.25,'Chase Hobbs',M,05/08/1997,22,08/07/2019,12,'Software Engineer..','GSS EPIC Engineering (HC COGS)'
856,115217.5,'Dusty Brooks',M,03/01/1981,39,19/04/2012,98,'Logistics Specialist.Senior.','Networks - EMEA Infrastructure'
857,226025.0,'Rodney Frank',M,22/05/1986,34,05/02/2018,29,'Business Systems Analyst.Senior.','Corporate Systems'
858,194245.0,'Denver Aguirre',M,06/06/1993,27,26/07/2018,23,'Software Engineer II..','Media Portal'
859,103601.0,'Saundra Hester',F,09/03/1992,28,20/03/2017,39,'Q/A Engineer II..','IT DevOps'
860,281396.25,'Roman Gonzales',M,10/01/1988,32,05/09/2019,10,'Business Systems Analyst.Senior II Lead.','Corporate Systems'
861,144295.0,'Clint Mccann',M,24/08/1991,28,01/10/2018,21,'Software Engineer..','LUNA/OPEN Engineering'
862,107500.0,'Eloise Mccoy',F,08/05/1983,37,24/04/2017,38,'Release Engineer II..','Media Services Engineering'
863,233862.5,'Rusty Weber',M,03/08/1990,29,12/02/2018,29,'Business Systems Analyst.Senior.','Corporate Systems'
864,111504.0,'Lilly Lindsey',F,16/10/1985,34,02/07/2012,96,'Order Analyst.Senior Lead.','Finance - Customer Revenue Operations GA'
865,111078.0,'Lottie Johnston',F,26/07/1990,29,25/06/2015,60,'Network Engagement Consultant II..','Networks - APJ Infrastructure'
866,228181.25,'Anibal Douglas',M,30/08/1987,32,20/11/2017,31,'Business Systems Analyst.Senior.','Corporate Systems'
867,104129.0,'Edwina Solis',F,11/02/1991,29,08/06/2017,37,'Systems Support Engineer II..','LUNA/OPEN Engineering'
868,82890.0,'Clyde Strong',M,01/03/1994,26,05/08/2019,11,'Contract/Billing Analyst.Associate.','Finance - Customer Revenue Operations GA'
869,134700.0,'Tanisha Villegas',F,17/12/1977,42,27/12/2007,150,'Collections Supervisor..','Finance - Customer Revenue Operations GA'
870,138082.5,'Chas Petersen',M,26/08/1986,33,24/10/2011,104,'Help Desk Specialist..','Enterprise Infrastructure Services'
871,301508.75,'Rudolph Daniel',M,15/07/1988,32,14/05/2018,26,'Software Engineer.Senior II.','Enterprise Access Engineering'
872,98793.75,'Robt Walters',M,01/10/1988,31,28/05/2018,25,'Collections Specialist..','Finance - Customer Revenue Operations GA'
873,255880.0,'Mickey Farley',M,26/07/1987,32,21/09/2015,57,'Software Engineer.Senior II.','Enterprise Applications'
874,131567.5,'Cortez Blackburn',M,06/05/1993,27,18/03/2019,15,'Platform Operations Engineer..','Platform Operations'
875,128315.0,'Deangelo Chen',M,27/02/1996,24,02/07/2018,24,'Software Engineer..','Media Services Engineering'
876,452203.75,'Rico Sims',M,26/09/1980,39,12/07/2010,120,Manager.Senior.Engineering,'Enterprise Applications'
877,392373.75,'Art Wells',M,25/12/1979,40,02/01/2007,162,'Manager..System Operations','Enterprise Access Engineering'
878,132372.5,'Michal Wilcox',M,28/11/1993,26,16/11/2017,31,'Software Engineer II..','Enterprise Applications'
879,251380.0,'Emmett Roberts',M,09/03/1982,38,29/05/2017,37,'Platform Operations Engineer.Senior Lead.','Platform Operations'
880,92266.25,'Art Trujillo',M,16/01/1998,22,08/07/2019,12,'Software Engineer..','Enterprise Applications'
881,350591.25,'Otis Lawrence',M,23/12/1985,34,04/05/2015,62,'Software Engineer.Senior II Lead.','Media Portal'
882,92714.0,'Marisol Hood',F,16/10/1996,23,23/12/2019,6,'Contract/Billing Analyst..','Finance - Customer Revenue Operations GA'
883,159792.5,'Otto Wiggins',M,08/03/1988,32,16/07/2015,59,'Platform Operations Engineer II..','Platform Operations'
884,80502.0,'Sasha Pitts',F,10/08/1996,23,02/07/2018,24,'Technical Solutions Engineer.Associate.','AmaTec - Americas TSE'
885,95412.5,'Gustavo Casey',M,29/05/1993,27,19/12/2019,6,'Account Service Manager..','Americas- AMG'
886,190980.0,'Enrique Manning',M,06/09/1989,30,20/07/2017,35,'Technical Solutions Engineer II..','AmaTec - Americas TSE'
887,210496.25,'Raul Sellers',M,02/11/1982,37,05/09/2011,106,'Business Systems Analyst.Senior.','GSS EPIC Engineering (HC COGS)'
888,183775.0,'Tameka Alexander',F,04/02/1989,31,01/09/2014,70,'Q/A Engineer.Senior II.','IT DevOps'
889,219713.75,'Jacques Sparks',M,21/06/1989,31,22/09/2016,45,'Solutions Architect II..','Service Delivery Americas Web'
890,462197.5,'Houston Montes',M,06/02/1973,47,05/01/2017,42,'Manager.Senior.Systems Administration','Enterprise Infrastructure Services'
891,294719.0,'Eva Fletcher',F,14/07/1985,35,25/05/2015,61,'Software Engineer.Senior II Lead.','Enterprise Applications'
892,246567.5,'Augustus Gardner',M,01/08/1985,34,26/04/2018,26,'Software Engineer.Senior.','Corporate Systems'
893,92266.25,'Wilber Haney',M,06/06/1997,23,08/07/2019,12,'Software Engineer..','Enterprise Applications'
